,TERM,COST,MEAN
784,chewed,35.15,35.15
785,chicken,17.0,17.0
786,chickens,21.99,21.99
787,chief,55.0,55.0
788,child,9.99,9.99
789,children,11.99,11.99
790,chill,100.0,100.0
791,chip,160.99,160.99
792,chips,10.99,10.99
793,chocolate,23.95,23.95
794,choice,9.95,9.95
795,choices,9.63,9.63
796,choose,2.69,2.69
797,choosing,7.97,7.97
798,chose,,
799,chronic,23.44,23.44
800,chuckle,8.5,8.5
801,chunk,17.49,17.49
802,chunks,24.0,24.0
803,church,159.99,159.99
804,cigarette,8.95,8.95
805,circle,12.99,12.99
806,circulate,39.99,39.99
807,citrus,38.0,38.0
808,city,14.99,14.99
809,claim,1050.0,1050.0
810,claimed,4.09,4.09
811,clarify,11.49,11.49
812,clarity,32.0,32.0
813,clash,34.2,34.2
814,class,745.0,745.0
815,classes,7.97,7.97
816,classic,18.75,18.75
817,classified,11.99,11.99
818,classify,49.0,49.0
819,classmate,89.99,89.99
820,classmates,27.99,27.99
821,clean,12.34,12.34
822,cleaner,8.89,8.89
823,cleaners,12.34,12.34
824,cleaning,12.34,12.34
825,clear,21.45,21.45
826,clearly,5.0,5.0
827,click,3.5,3.5
828,client,35.0,35.0
829,client's,39.99,39.99
830,clients,39.99,39.99
831,cliffhanger,4.16,4.16
832,climb,17.98,17.98
833,climbing,17.98,17.98
834,clinging,7.49,7.49
835,clock,12.62,12.62
836,clone,12.99,12.99
837,close,,
838,closed,24.29,24.29
839,closely,4.4,4.4
840,closer,56.99,56.99
841,closes,22.0,22.0
842,closest,29.95,29.95
843,closing,26.99,26.99
844,clothe,8.91,8.91
845,clothes,10.37,10.37
846,clothing,20.88,20.88
847,cloud,39.99,39.99
848,clouds,60.0,60.0
849,clown,14.99,14.99
850,club,159.99,159.99
851,clubs,159.99,159.99
852,clusters,26.34,26.34
853,coach,21.99,21.99
854,coaches,20.0,20.0
855,coaching,20.0,20.0
856,coaster,13.99,13.99
857,code,29.99,29.99
858,coding,6.06,6.06
859,coerce,10.16,10.16
860,coffee,20.95,20.95
861,coin,29.99,29.99
862,coins,21.99,21.99
863,cold,59.99,59.99
864,collapse,2.99,2.99
865,collapsing,8.99,8.99
866,collect,4.84,4.84
867,collectibles,29.99,29.99
868,collecting,4.95,4.95
869,collection,29.99,29.99
870,college,8.99,8.99
871,collisions,12.25,12.25
872,color,10.99,10.99
873,com,0.01,0.01
874,combination,36.09,36.09
875,combine,215.5,215.5
876,come,9.95,9.95
877,comeback,11.4,11.4
878,comedian,220.0,220.0
879,comedy,1.88,1.88
880,comes,9.99,9.99
881,comfort,13.99,13.99
882,comfortable,8.99,8.99
883,comic,19.99,19.99
884,coming,34.99,34.99
885,command,19.99,19.99
886,commend,4.39,4.39
887,comment,13.88,13.88
888,commenting,2.99,2.99
889,comments,41.95,41.95
890,commercial,395.48,395.48
891,commission,74.95,74.95
892,commissions,"['$20.0', '$20.0', '$20.0', '$20.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$70.0', '$70.0', '$100.0', '$150.0', '$450.0', '$450.0']",101.17647058823529
893,commit,54.99,54.99
894,commitment,3.73,3.73
895,commitments,14.71,14.71
896,committed,4.05,4.05
897,committee,1799.99,1799.99
898,committing,5.87,5.87
899,commodity,15.0,15.0
900,common,3.49,3.49
901,communicate,,
902,communicating,39.99,39.99
903,communication,22.99,22.99
904,communications,975.0,975.0
905,communists,25.33,25.33
906,community,75.94,75.94
907,commuting,259.0,259.0
908,companies,5.99,5.99
909,company,,
910,company's,11.92,11.92
911,compare,26.95,26.95
912,compared,20.95,20.95
913,comparison,12.5,12.5
914,compelled,4.09,4.09
915,compelling,3.49,3.49
916,compensate,18.0,18.0
917,compensated,34.95,34.95
918,compete,75.0,75.0
919,competency,9.5,9.5
920,competing,20.51,20.51
921,competition,,
922,competitive,,
923,competitor,150.0,150.0
924,competitors,15.0,15.0
925,compiled,15.0,15.0
926,complain,,
927,complaining,29.99,29.99
928,complaint,3.96,3.96
929,complete,"['$3.0', '$18.0', '$46.0', '$75.0', '$99.0', '$150.0', '$199.0', '$299.0']",111.125
930,completely,2.56,2.56
931,complex,16.95,16.95
932,compliant,19.95,19.95
933,complicated,2.99,2.99
934,compliment,6.0,6.0
935,compliments,31.99,31.99
936,comply,6.99,6.99
937,component,,
938,components,,
939,compound,203.99,203.99
940,compounding,"['$10.0', '$10.0', '$15.0', '$20.0', '$30.0', '$35.0', '$35.0', '$45.0', '$45.0', '$150.0']",39.5
941,computational,,
942,computer,"['$100.0', '$139.0', '$149.99', '$170.0', '$199.0', '$280.0', '$400.0', '$400.0', '$500.0', '$3500.0']",583.799
943,computers,"['$9.0', '$20.0', '$90.0', '$100.0', '$100.0', '$100.0', '$117.0', '$349.99', '$400.0', '$420.0', '$500.0', '$500.0', '$520.0', '$700.0', '$700.0', '$740.0', '$765.0', '$799.0', '$800.0', '$800.0']",426.4995
944,computing,"['$29.0', '$29.0', '$50.0', '$52.0', '$69.0', '$150.0']",63.16666666666666
945,concentrate,17.99,17.99
946,concept,1075.0,1075.0
947,conception,19.99,19.99
948,concepts,195.0,195.0
949,conceptual,22.91,22.91
950,concern,6.5,6.5
951,concerned,34.99,34.99
952,concerns,62.95,62.95
953,conclude,40.0,40.0
954,conclusion,5.95,5.95
955,condense,108.99,108.99
956,condition,120.0,120.0
957,conditioned,24.5,24.5
958,condo,1820.0,1820.0
959,condominium,488.0,488.0
960,conduct,8.0,8.0
961,conducting,74.95,74.95
962,cone,12.49,12.49
963,conference,59.99,59.99
964,conferences,21.97,21.97
965,confidence,13.45,13.45
966,confidential,18.99,18.99
967,confirmation,19.99,19.99
968,confirmed,190.0,190.0
969,conflict,9.99,9.99
970,conflicted,10.8,10.8
971,conflicting,8.99,8.99
972,conflicts,18.23,18.23
973,confused,18.69,18.69
974,congratulations,$34.99,34.99
975,congressional,28.99,28.99
976,connect,259.99,259.99
977,connecting,39.99,39.99
978,connection,24.9,24.9
979,connections,24.9,24.9
980,connects,259.0,259.0
981,conquer,30.0,30.0
982,cons,49.0,49.0
983,conscience,16.5,16.5
984,conscious,64.99,64.99
985,consensus,24.99,24.99
986,consents,90.0,90.0
987,consider,9.75,9.75
988,considered,189.99,189.99
989,consistency,9.99,9.99
990,consistent,,
991,consistently,15.99,15.99
992,consolation,4.0,4.0
993,consolidate,200.0,200.0
994,consolidation,119.99,119.99
995,consortium,119.99,119.99
996,constant,319.59,319.59
997,constantly,$40.43,40.43
998,construction,12.37,12.37
999,constructive,24.99,24.99
1000,constructs,15.98,15.98
1001,consult,695.0,695.0
1002,consultant,"['$1.0', '$3.0', '$6.0', '$38.0', '$50.0', '$74.0', '$74.0', '$100.0', '$100.0', '$150.0', '$737.0']",121.1818181818182
1003,consulting,6.9,6.9
1004,consumer,30.35,30.35
1005,consumers,12.99,12.99
1006,contacted,35.0,35.0
1007,content,14.99,14.99
1008,contentious,1.0,1.0
1009,context,9.99,9.99
1010,continents,10.0,10.0
1011,continuation,145.0,145.0
1012,continuations,21.7,21.7
1013,continue,3.69,3.69
1014,continues,5.89,5.89
1015,continuing,8.99,8.99
1016,continuous,68.15,68.15
1017,contract,124.0,124.0
1018,contraction,6.95,6.95
1019,contractor,7.99,7.99
1020,contractors,7.99,7.99
1021,contracts,124.0,124.0
1022,contribute,4.95,4.95
1023,contributing,15.99,15.99
1024,contribution,27.8,27.8
1025,control,69.99,69.99
1026,controlling,54.55,54.55
1027,controls,51.99,51.99
1028,convenient,13.99,13.99
1029,conveniently,"['$57.0', '$61.0']",59.0
1030,conversation,379.99,379.99
1031,conversations,30.0,30.0
1032,convert,19.99,19.99
1033,conviction,12.0,12.0
1034,convince,8.5,8.5
1035,convinced,45.0,45.0
1036,cook,17.87,17.87
1037,cookie,7.49,7.49
1038,cookies,4.98,4.98
1039,cooking,18.75,18.75
1040,cool,14.44,14.44
1041,cooperating,5.06,5.06
1042,cop,12.6,12.6
1043,cope,50.0,50.0
1044,copies,24.99,24.99
1045,copper,19.99,19.99
1046,copy,255.0,255.0
1047,copywriter,20.48,20.48
1048,core,354.99,354.99
1049,corn,1.78,1.78
1050,corner,25.99,25.99
1051,corona,10.95,10.95
1052,corporate,29.99,29.99
1053,corporation,17.99,17.99
1054,corporations,22.77,22.77
1055,correct,11.97,11.97
1056,correction,9.99,9.99
1057,correlate,100.0,100.0
1058,correlated,25.97,25.97
1059,correlation,4.99,4.99
1060,corrupt,12.0,12.0
1061,cost,10.0,10.0
1062,costing,9.99,9.99
1063,costly,0.99,0.99
1064,costs,20.88,20.88
1065,cotton,4.5,4.5
1066,could,19.17,19.17
1067,couldn't,,
1068,counseling,2.99,2.99
1069,count,9.99,9.99
1070,counter,12.0,12.0
1071,counterfeit,85.99,85.99
1072,counting,85.99,85.99
1073,countries,150.0,150.0
1074,country,"['$1.0', '$5.0']",3.0
1075,country's,13.91,13.91
1076,counts,27.25,27.25
1077,county,1500.0,1500.0
1078,couple,8.0,8.0
1079,couples,7.99,7.99
1080,courage,11.99,11.99
1081,courageously,5.0,5.0
1082,course,3.0,3.0
1083,courses,3.0,3.0
1084,court,100.0,100.0
1085,cousin,4.16,4.16
1086,covenants,5.0,5.0
1087,cover,12.89,12.89
1088,covered,23.99,23.99
1089,covering,8.75,8.75
1090,covers,12.98,12.98
1091,covertly,17.55,17.55
1092,crab,9.99,9.99
1093,crack,10.49,10.49
1094,cracked,192.75,192.75
1095,cracks,28.0,28.0
1096,craft,"['$2.75', '$2.75', '$10.0', '$10.0', '$12.75', '$12.75', '$15.0', '$20.0', '$25.5', '$30.0']",14.15
1097,crafting,2.69,2.69
1098,crane,1724.99,1724.99
1099,crank,"['$5.0', '$10.0', '$15.0', '$25.0', '$30.0', '$30.0', '$196.0', '$250.0', '$299.0', '$299.0', '$299.0', '$381.0', '$399.0', '$399.0']",188.35714285714286
1100,crap,6.94,6.94
1101,crash,22.49,22.49
1102,crashed,22.49,22.49
1103,crashes,218.0,218.0
1104,crashing,1.0,1.0
1105,craving,"['$0.77', '$0.78', '$8.0', '$20.99', '$22.99', '$31.99', '$32.99', '$40.0']",19.81375
1106,craziest,39.0,39.0
1107,crazy,59.99,59.99
1108,cream,11.76,11.76
1109,create,3.99,3.99
1110,created,15.0,15.0
1111,creates,7.55,7.55
1112,creating,4.09,4.09
1113,creative,24.99,24.99
1114,creativity,22.99,22.99
1115,creator,"['$5.0', '$10.0', '$10.0', '$15.0', '$20.0', '$20.0', '$35.0', '$35.0', '$70.0', '$155.0']",37.5
1116,creator's,270.0,270.0
1117,creature,19.73,19.73
1118,creatures,49.99,49.99
1119,credibility,12.99,12.99
1120,credible,17.99,17.99
1121,credit,6.39,6.39
1122,creditor,12.68,12.68
1123,credits,9.99,9.99
1124,crew,14.99,14.99
1125,cried,4.49,4.49
1126,crime,8.51,8.51
1127,criminal,15.99,15.99
1128,criminals,6.99,6.99
1129,cringe,9.99,9.99
1130,crises,14.99,14.99
1131,crisis,,
1132,criteria,,
1133,critic,1.49,1.49
1134,critical,64.99,64.99
1135,criticize,3.99,3.99
1136,criticized,1250.0,1250.0
1137,crook,29.95,29.95
1138,crooks,29.95,29.95
1139,cross,14.99,14.99
1140,crossed,20.0,20.0
1141,crowd,11.49,11.49
1142,crowded,22.77,22.77
1143,crown,6.95,6.95
1144,crucial,30.0,30.0
1145,crucified,10.1,10.1
1146,crude,30.0,30.0
1147,cruise,5.5,5.5
1148,crushed,"['$0.35', '$0.5', '$0.9', '$1.0', '$2.0', '$3.0', '$5.0', '$10.0', '$10.0', '$11.0', '$12.0', '$12.0', '$15.0', '$16.0', '$16.0', '$16.75', '$17.5', '$19.75', '$20.0', '$20.0', '$20.75', '$21.0', '$21.75', '$23.0', '$25.0', '$25.0', '$25.0', '$27.0', '$27.5', '$29.0', '$30.0', '$30.0', '$30.0', '$35.0', '$35.0', '$35.0', '$40.0', '$40.0', '$40.0', '$45.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$53.0', '$55.0', '$60.0', '$60.0', '$64.2', '$72.0', '$75.0', '$75.0', '$100.0', '$200.0', '$243.0', '$395.0', '$580.0']",53.321186440677955
1149,crushing,6.49,6.49
1150,crying,19.99,19.99
1151,cryptic,19.99,19.99
1152,cryptography,0.99,0.99
1153,crypts,9.99,9.99
1154,crystal,12.95,12.95
1155,cues,199.99,199.99
1156,cuff,12.99,12.99
1157,cult,,
1158,cultural,28.79,28.79
1159,culturally,17.0,17.0
1160,culture,11.98,11.98
1161,cultures,150.0,150.0
1162,cup,8.99,8.99
1163,cure,19.99,19.99
1164,curing,20.99,20.99
1165,curiosity,24.99,24.99
1166,curious,5.0,5.0
1167,currencies,132.97,132.97
1168,currency,20.71,20.71
1169,current,14.99,14.99
1170,currently,34.95,34.95
1171,currents,26.07,26.07
1172,curse,29.99,29.99
1173,curve,30.39,30.39
1174,custom,89.1,89.1
1175,customer,4.09,4.09
1176,customer's,12.0,12.0
1177,customers,4.09,4.09
1178,cut,71.0,71.0
1179,cuts,24.65,24.65
1180,cutting,,
1181,cycle,14.57,14.57
1182,cycles,269.0,269.0
1183,dad,7.95,7.95
1184,dad's,8.49,8.49
1185,daddy,8.95,8.95
1186,daddy's,8.35,8.35
1187,daily,21.97,21.97
1188,damage,217.5,217.5
1189,damaging,3.99,3.99
1190,damn,15.0,15.0
1191,damp,19.43,19.43
1192,dan,20.0,20.0
1193,dance,12.0,12.0
1194,dangerous,58.0,58.0
1195,dark,15.99,15.99
1196,darker,"['$7.96', '$7.99', '$15.95', '$18.0', '$50.0', '$60.0', '$80.0', '$150.0', '$350.0']",82.21111111111111
1197,darkest,7.49,7.49
1198,data,50.0,50.0
1199,database,9.0,9.0
1200,date,13.64,13.64
1201,dates,42.0,42.0
1202,dating,13.78,13.78
1203,daughter,6.99,6.99
1204,dawn,15.95,15.95
1205,day,13.75,13.75
1206,days,19.95,19.95
1207,dead,15.95,15.95
1208,deadline,16.99,16.99
1209,deadly,34.0,34.0
1210,deaf,45.0,45.0
1211,deal,32.95,32.95
1212,dealer,4.99,4.99
1213,dealing,18.0,18.0
1214,deals,3.99,3.99
1215,dear,319.0,319.0
1216,death,8.99,8.99
1217,debate,14.87,14.87
1218,debit,1.95,1.95
1219,debt,3.87,3.87
1220,debtor,12.68,12.68
1221,debtors,"['$0.78', '$1.4']",1.09
1222,debts,"['$1.0', '$98.9', '$100.0', '$989.0']",297.225
1223,debunk,1.42,1.42
1224,deceiving,2.0,2.0
1225,decent,19.95,19.95
1226,decentralized,31.99,31.99
1227,decide,24.99,24.99
1228,decided,17.99,17.99
1229,decides,3.0,3.0
1230,deciding,"['$20.0', '$50.0', '$120.0']",63.33333333333334
1231,decision,24.99,24.99
1232,decisions,4.14,4.14
1233,declaration,26.31,26.31
1234,declare,5.5,5.5
1235,declining,0.99,0.99
1236,decreasing,,
1237,dedicated,"['$34.99', '$44.88', '$44.88', '$73.99', '$75.0', '$119.99']",65.62166666666667
1238,deduct,3.98,3.98
1239,deep,21.99,21.99
1240,deeper,195.99,195.99
1241,deepest,0.99,0.99
1242,deeply,20.0,20.0
1243,deer,9.99,9.99
1244,defending,7.35,7.35
1245,defense,6.99,6.99
1246,defensive,45.0,45.0
1247,deferred,9.99,9.99
1248,define,75.0,75.0
1249,defined,149.99,149.99
1250,definitely,25.72,25.72
1251,definition,17.71,17.71
1252,degree,9.95,9.95
1253,degrees,"['$1.0', '$4.0', '$4.0', '$5.0', '$5.0', '$6.0', '$9.0', '$13.0', '$14.0', '$20.0', '$38.0', '$38.0', '$40.0', '$46.0', '$53.0', '$54.0', '$60.0', '$320.0', '$532.0', '$960.0', '$38496.0', '$60593.0']",4605.045454545455
1254,delay,23.99,23.99
1255,delegate,42.0,42.0
1256,delete,299.99,299.99
1257,deleted,550.0,550.0
1258,deliberate,19.37,19.37
1259,delighted,19.91,19.91
1260,delightful,1000.0,1000.0
1261,deliver,22.48,22.48
1262,delivered,22.48,22.48
1263,deliveries,7.49,7.49
1264,delivering,47.94,47.94
1265,delivers,4.57,4.57
1266,delivery,"['$13.4', '$13.45', '$15.0']",13.95
1267,demand,0.99,0.99
1268,demanding,1.75,1.75
1269,demise,14.99,14.99
1270,democracy,8.99,8.99
1271,demonstrate,13.46,13.46
1272,demonstrated,16.31,16.31
1273,demonstrates,9.5,9.5
1274,demonstration,11.99,11.99
1275,demonstrations,19.99,19.99
1276,denominator,39.99,39.99
1277,dentist,5.99,5.99
1278,department,17.94,17.94
1279,depend,49.88,49.88
1280,dependent,2.25,2.25
1281,depending,49.88,49.88
1282,depends,19.99,19.99
1283,depleted,30.0,30.0
1284,deposit,6.95,6.95
1285,depreciated,85.0,85.0
1286,depreciation,55.0,55.0
1287,depress,4.99,4.99
1288,depressed,,
1289,depressing,7.25,7.25
1290,depression,9.99,9.99
1291,depth,124.61,124.61
1292,derivatives,10.0,10.0
1293,describe,174.74,174.74
1294,described,35.0,35.0
1295,description,64.99,64.99
1296,deserve,54.99,54.99
1297,design,14.49,14.49
1298,designed,6.99,6.99
1299,designer,7.99,7.99
1300,designers,7.49,7.49
1301,designing,14.49,14.49
1302,desire,23.49,23.49
1303,desires,5.0,5.0
1304,desk,130.9,130.9
1305,desperate,3.99,3.99
1306,despite,4.32,4.32
1307,dessert,13.99,13.99
1308,destination,10.0,10.0
1309,detail,9.99,9.99
1310,details,38.0,38.0
1311,deteriorated,11.29,11.29
1312,determine,24.99,24.99
1313,devalue,13.8,13.8
1314,devalued,43.75,43.75
1315,develop,11.95,11.95
1316,developed,17.39,17.39
1317,developer,11.95,11.95
1318,developers,10.55,10.55
1319,developing,21.95,21.95
1320,development,999.99,999.99
1321,deviate,47.0,47.0
1322,deviates,55.0,55.0
1323,device,19.99,19.99
1324,devices,14.99,14.99
1325,devil,13.99,13.99
1326,diagnosed,10.58,10.58
1327,diamond,239.99,239.99
1328,diamonds,69.0,69.0
1329,diary,12.99,12.99
1330,dictating,225.0,225.0
1331,dictator,7.88,7.88
1332,dictators,13.5,13.5
1333,did,"['$0.25', '$0.96', '$1.12', '$1.87', '$2.0', '$2.34', '$2.39', '$100.0', '$148.0']",28.77
1334,didn't,,
1335,die,8.31,8.31
1336,died,20.0,20.0
1337,differ,5.0,5.0
1338,difference,14.53,14.53
1339,differences,16.95,16.95
1340,different,35.0,35.0
1341,differentiated,4.51,4.51
1342,differently,4.99,4.99
1343,difficult,9.5,9.5
1344,difficulties,8.0,8.0
1345,dig,4.99,4.99
1346,digging,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.75', '$2.25', '$2.25', '$2.5', '$3.0', '$3.0', '$3.0', '$3.0', '$4.0', '$4.0', '$5.0', '$5.61', '$8.0', '$9.0', '$9.0', '$9.5', '$12.0', '$12.0', '$12.69', '$15.0', '$15.33', '$20.12', '$25.0', '$30.0', '$32.0', '$35.0', '$40.0', '$40.0', '$41.18', '$50.0', '$65.0', '$150.0', '$200.0', '$200.0', '$400.0', '$2200.0', '$3750.0', '$15300.0']",528.4925581395349
1347,digital,3.0,3.0
1348,diligent,0.99,0.99
1349,dim,,
1350,dime,20.03,20.03
1351,dimes,18.59,18.59
1352,dining,179.99,179.99
1353,dinner,14.75,14.75
1354,dinners,161.49,161.49
1355,dinosaur,"['$1.1', '$3.0', '$4.5', '$10.0', '$23.9', '$29.9', '$30.0', '$33.9', '$50.0', '$57.0', '$100.0', '$170.0', '$400.0', '$570.0']",105.95
1356,dip,5.99,5.99
1357,direct,79.0,79.0
1358,direction,9.99,9.99
1359,directly,54.95,54.95
1360,director,4.95,4.95
1361,directors,51.99,51.99
1362,dirty,19.99,19.99
1363,disabilities,4.0,4.0
1364,disagree,9.98,9.98
1365,disappear,16.81,16.81
1366,disappeared,4.14,4.14
1367,disappointed,4.49,4.49
1368,discipline,37.0,37.0
1369,disciplined,7.98,7.98
1370,disclosed,20.99,20.99
1371,disconnect,15.5,15.5
1372,discount,15.49,15.49
1373,discounting,9.95,9.95
1374,discouraged,17.18,17.18
1375,discouraging,4.5,4.5
1376,discovered,17.45,17.45
1377,discovery,"['$52.0', '$52.0', '$52.0', '$58.0', '$59.0', '$67.0', '$2000.0', '$60725.0']",7883.125
1378,discs,28.98,28.98
1379,discus,129.99,129.99
1380,discuss,54.95,54.95
1381,discussed,15.0,15.0
1382,discussing,3.0,3.0
1383,discussion,3.71,3.71
1384,discussions,7.99,7.99
1385,disdain,1.24,1.24
1386,disease,5.99,5.99
1387,disrupt,13.99,13.99
1388,disruption,1.44,1.44
1389,disruptive,3.99,3.99
1390,dissolve,13.89,13.89
1391,dissolved,172.0,172.0
1392,distance,30.86,30.86
1393,distancing,8.99,8.99
1394,distinct,119.99,119.99
1395,distinction,3.89,3.89
1396,distract,24.99,24.99
1397,distracted,9.56,9.56
1398,distractions,5.19,5.19
1399,distress,4.99,4.99
1400,distributed,79.99,79.99
1401,distribution,17.89,17.89
1402,district,9.75,9.75
1403,disturb,4.97,4.97
1404,disturbs,11.24,11.24
1405,dive,63.91,63.91
1406,diverse,14.04,14.04
1407,diversified,27.95,27.95
1408,diversify,9.88,9.88
1409,diversity,14.04,14.04
1410,divide,26.35,26.35
1411,divided,14.99,14.99
1412,dividend,79.5,79.5
1413,dividends,10.65,10.65
1414,diving,26.5,26.5
1415,division,49.95,49.95
1416,divorce,16.0,16.0
1417,divorces,7.3,7.3
1418,divorcing,16.15,16.15
1419,do,18.79,18.79
1420,doctor,15.99,15.99
1421,doctors,22.99,22.99
1422,documents,"['$0.06', '$0.08', '$0.08', '$0.11', '$0.13', '$0.15', '$0.15', '$10.0', '$10.0', '$15.0', '$100.0', '$250.0', '$250.0', '$435.0']",76.48285714285714
1423,dodge,102.5,102.5
1424,does,38.99,38.99
1425,doesn't,,
1426,doing,,
1427,doll,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$2.0', '$3.0', '$3.0', '$5.0', '$10.0', '$10.0', '$95.0', '$100.0', '$100.0', '$150.0', '$150.0', '$200.0', '$200.0', '$300.0', '$300.0', '$300.0']",87.9090909090909
1428,dollar,24.15,24.15
1429,dollars,24.15,24.15
1430,dolly,59.9,59.9
1431,domain,80.0,80.0
1432,dome,47.99,47.99
1433,domestic,19.85,19.85
1434,domicile,39.9,39.9
1435,dominating,11.99,11.99
1436,dominoes,7.99,7.99
1437,don't,,
1438,donate,5.0,5.0
1439,donated,8.95,8.95
1440,donation,5.0,5.0
1441,donations,1.0,1.0
1442,done,175.0,175.0
1443,door,46.83,46.83
1444,dorm,24.99,24.99
1445,dorms,5.99,5.99
1446,double,,
1447,doubles,24.75,24.75
1448,doubt,8.99,8.99
1449,doubting,3.98,3.98
1450,dough,7.97,7.97
1451,down,39.99,39.99
1452,downhill,1000.0,1000.0
1453,downs,69.95,69.95
1454,downsize,3.99,3.99
1455,downsized,$800.0,800.0
1456,downsizing,1.75,1.75
1457,downtime,23.96,23.96
1458,downtown,52.0,52.0
1459,dozen,39.99,39.99
1460,draft,37.0,37.0
1461,drag,38.49,38.49
1462,dragon,56.05,56.05
1463,drained,76.0,76.0
1464,drains,14.99,14.99
1465,dramatic,14.95,14.95
1466,dramatically,19.99,19.99
1467,drastically,179.0,179.0
1468,draw,2.49,2.49
1469,drawer,51.99,51.99
1470,drawing,89.9,89.9
1471,draws,8.99,8.99
1472,dreaded,21.0,21.0
1473,dreadful,7.98,7.98
1474,dream,5.0,5.0
1475,dreamed,25.99,25.99
1476,dreamland,10.5,10.5
1477,dreams,"['$1.0', '$6.0', '$10.0', '$29.0', '$29.99', '$39.0', '$39.99', '$60.0', '$141.0', '$141.0', '$209.0']",64.18
1478,dress,7.95,7.95
1479,dressed,10.37,10.37
1480,dressing,16.98,16.98
1481,drill,99.0,99.0
1482,drilling,9.99,9.99
1483,drink,27.99,27.99
1484,drinking,19.99,19.99
1485,drinks,11.99,11.99
1486,drive,26.99,26.99
1487,driven,5.49,5.49
1488,driver,299.99,299.99
1489,driver's,19.95,19.95
1490,drives,"['$6.99', '$9.99', '$25.0', '$25.0', '$49.99', '$50.0', '$50.0', '$66.99', '$83.72', '$99.99']",46.76700000000001
1491,driving,23.78,23.78
1492,drones,64.99,64.99
1493,drooled,6.95,6.95
1494,drop,16.99,16.99
1495,dropped,13.99,13.99
1496,dropping,12.99,12.99
1497,drops,12.99,12.99
1498,drove,175.0,175.0
1499,drug,14.89,14.89
1500,drugs,12.99,12.99
1501,drum,178.99,178.99
1502,dry,5.99,5.99
1503,duck,21.99,21.99
1504,dude,59.95,59.95
1505,due,12.99,12.99
1506,duel,9.99,9.99
1507,dumbest,9.49,9.49
1508,dumping,,
1509,duplicate,2.09,2.09
1510,durable,13.79,13.79
1511,during,16.48,16.48
1512,dust,7.99,7.99
1513,duty,19.99,19.99
1514,e,"['$1.0 ', ' $20.0 ', ' $39.99 ', ' $59.99 ', ' $59.99 ', ' $83.99 ', ' $130.76']",56.53142857142856
1515,each,29.96,29.96
1516,eager,10.29,10.29
1517,earlier,2.0,2.0
1518,earliest,10.0,10.0
1519,early,28.0,28.0
1520,earn,4.09,4.09
1521,earned,39.99,39.99
1522,earning,2.95,2.95
1523,earnings,19.99,19.99
1524,earth,26.98,26.98
1525,ease,12.47,12.47
1526,easier,4.39,4.39
1527,easiest,14.37,14.37
1528,easily,14.5,14.5
1529,easing,14.0,14.0
1530,eastern,49.0,49.0
1531,easy,249.99,249.99
1532,eat,"['$2.0', '$129.0']",65.5
1533,eating,5.99,5.99
1534,economic,16.0,16.0
1535,economics,16.7,16.7
1536,economies,5.5,5.5
1537,economists,80.0,80.0
1538,economy,$1.0,1.0
1539,economy's,38.26,38.26
1540,ecosystem,59.99,59.99
1541,ed,24.95,24.95
1542,edge,39.99,39.99
1543,edit,9.99,9.99
